time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
0.06,-2.80812235588e-08,4.04691644922e-06,10.0051018791,0.000784661845387,6.28317331829,0.0,-8.98790247072e-07,0.000235415298462,0.170051800716,-0.0109774403018,-0.00116588123258,0.0,459.0493014126786,458.95680222442985,458.6097394546118,457.73720827035675
0.12000000000000001,-3.40980448311e-06,3.24570069417e-05,10.0180535656,0.000244978254424,0.00110632379267,0.0,-0.000213622197967,0.000662397439819,0.261653870498,-0.0161417466195,0.00963549484934,0.0,433.4645676706677,434.3711275572366,434.8362885928295,434.40364200775747
0.18,-8.37053180895e-05,7.3765020332e-05,10.039056627,6.28245067603,0.0115324144789,0.0,-0.00360727417592,0.000605202559425,0.43839126596,-0.0176697386867,0.0428330316352,0.0,459.32108547983626,461.94595308167476,460.8320183433849,460.7113370009417
0.23999999999999996,-0.000544767376856,0.000112762470224,10.0680476058,0.0035205400553,0.0141283511314,0.0,-0.0120251493757,0.0011488807064,0.527933365774,-0.044153900172,0.0394985360369,0.0,433.89254857798636,433.6135418797378,434.9647465099689,432.7412276629784
0.3,-0.00155558780388,0.000243492467057,10.1019161627,0.00119860020793,0.0164953604593,0.0,-0.0219025666505,0.00298852290318,0.600979510404,-0.051735064126,0.0372532712984,0.0,428.4995457761409,428.3094652635904,429.1020530378222,428.4567047574515
0.36000000000000004,-0.00327622446397,0.000438800432641,10.1440085119,6.28146043085,0.0202575676218,0.0,-0.0358755446902,0.00318677485744,0.801971468111,-0.0577432817943,0.049642821793,0.0,467.36862760478493,468.33396205695294,468.9557336578499,468.48712303585427
0.4200000000000001,-0.00585293877904,0.000637109801098,10.1945938534,0.0101583104041,0.0244487220777,0.0,-0.0504434661533,0.00456318650344,0.884134163273,-0.0160113139617,0.0363202450264,0.0,433.1586163695614,432.0382026644101,429.49019185201894,433.01342988379304
0.48000000000000015,-0.00939467189114,0.0011189092013,10.2506227362,0.00959414626335,0.0272836954151,0.0,-0.0678934367494,0.0114467880518,0.983407547518,-0.0242129395561,0.0440716620067,0.0,438.05783666529265,438.702629489274,437.07928753113873,436.39534488671404
0.5400000000000001,-0.0142039454733,0.0020521862511,10.3183398138,0.00819118261025,0.0306701457865,0.0,-0.0928380846083,0.0194822513822,1.27353961016,-0.0281366001052,0.0523844875354,0.0,494.5964700700918,495.2093211170548,494.54455467576014,494.25545331237606
0.6000000000000002,-0.0204296869586,0.00338643313502,10.3980524505,0.00650905853183,0.0338659248226,0.0,-0.115011960252,0.0248202621928,1.3834112119,-0.0308094701348,0.0539709209403,0.0,443.5050747157085,443.63718101381664,440.05819394500224,439.83665242473677
