time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4,episode,reward
10.019999999999875,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.0,438.98082578416376,440.29209387991216,439.9839041966241,438.6754162007564,69,nan
10.019999999999875,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.0,438.98082578416376,440.29209387991216,439.9839041966241,438.6754162007564,70,nan
10.019999999999875,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.0,438.98082578416376,440.29209387991216,439.9839041966241,438.6754162007564,71,nan
10.019999999999875,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.0,438.98082578416376,440.29209387991216,439.9839041966241,438.6754162007564,72,nan
10.019999999999875,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.0,438.98082578416376,440.29209387991216,439.9839041966241,438.6754162007564,73,nan
10.019999999999875,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.0,438.98082578416376,440.29209387991216,439.9839041966241,438.6754162007564,74,nan
10.019999999999875,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.0,438.98082578416376,440.29209387991216,439.9839041966241,438.6754162007564,75,nan
10.019999999999875,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.0,438.98082578416376,440.29209387991216,439.9839041966241,438.6754162007564,76,nan
10.019999999999875,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.0,438.98082578416376,440.29209387991216,439.9839041966241,438.6754162007564,77,nan
10.019999999999875,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.0,438.98082578416376,440.29209387991216,439.9839041966241,438.6754162007564,78,nan
10.019999999999875,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.0,438.98082578416376,440.29209387991216,439.9839041966241,438.6754162007564,79,nan
10.019999999999875,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.0,438.98082578416376,440.29209387991216,439.9839041966241,438.6754162007564,80,nan
10.019999999999875,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.0,438.98082578416376,440.29209387991216,439.9839041966241,438.6754162007564,81,nan
10.019999999999875,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.0,438.98082578416376,440.29209387991216,439.9839041966241,438.6754162007564,82,nan
10.019999999999875,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.0,438.98082578416376,440.29209387991216,439.9839041966241,438.6754162007564,83,nan
10.019999999999875,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.0,438.98082578416376,440.29209387991216,439.9839041966241,438.6754162007564,84,nan
10.019999999999875,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.0,438.98082578416376,440.29209387991216,439.9839041966241,438.6754162007564,85,nan
10.019999999999875,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.0,438.98082578416376,440.29209387991216,439.9839041966241,438.6754162007564,86,nan
10.019999999999875,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.0,438.98082578416376,440.29209387991216,439.9839041966241,438.6754162007564,87,nan
10.019999999999875,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.0,438.98082578416376,440.29209387991216,439.9839041966241,438.6754162007564,88,nan
10.019999999999875,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.0,438.98082578416376,440.29209387991216,439.9839041966241,438.6754162007564,89,nan
10.019999999999875,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.0,438.98082578416376,440.29209387991216,439.9839041966241,438.6754162007564,90,nan
10.019999999999875,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.0,438.98082578416376,440.29209387991216,439.9839041966241,438.6754162007564,91,nan
10.019999999999875,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.0,438.98082578416376,440.29209387991216,439.9839041966241,438.6754162007564,92,nan
10.019999999999875,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.0,438.98082578416376,440.29209387991216,439.9839041966241,438.6754162007564,93,nan
10.019999999999875,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.0,438.98082578416376,440.29209387991216,439.9839041966241,438.6754162007564,94,nan
10.019999999999875,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.0,438.98082578416376,440.29209387991216,439.9839041966241,438.6754162007564,95,nan
10.019999999999875,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.0,438.98082578416376,440.29209387991216,439.9839041966241,438.6754162007564,96,nan
10.019999999999875,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.0,438.98082578416376,440.29209387991216,439.9839041966241,438.6754162007564,97,nan
10.019999999999875,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.0,438.98082578416376,440.29209387991216,439.9839041966241,438.6754162007564,98,nan
10.019999999999875,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.0,438.98082578416376,440.29209387991216,439.9839041966241,438.6754162007564,99,nan
10.019999999999875,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.0,438.98082578416376,440.29209387991216,439.9839041966241,438.6754162007564,100,nan
