time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
0.06,-1.1079285372e-06,3.23797176593e-07,10.0073185637,0.000112712916886,0.000149869200957,0.0,-6.2327014929e-05,2.14024105174e-05,0.243931231634,0.00266858282126,-0.00560721875056,0.0,480.69818141043834,480.2732003397588,480.22132963077075,480.4236535194735
0.12000000000000001,-9.70913174163e-06,2.72468097763e-05,10.0259063233,0.00549167727941,0.000702718119579,0.0,-0.0002735414522,0.00147795239614,0.375624761311,-0.0235853684028,0.00359253461868,0.0,447.0548490444935,447.80375161462547,447.4880352940695,445.34617767440835
0.18,-4.71430263644e-05,0.000256475380681,10.0489192411,0.018333712022,0.00342699760732,0.0,-0.00120370581276,0.00727689833852,0.391455944219,0.0165945585762,0.0197847015259,0.0,408.88252965258243,410.32220939254455,407.58982034243377,411.16447308225844
0.23999999999999996,-0.000240193664804,0.00112823842029,10.0778480633,0.0208122354543,0.0136703192146,0.0,-0.00636328665983,0.0220796293799,0.5727507979,0.00200119388093,0.0515722715249,0.0,461.30125922374475,463.8045225600347,462.44333376387897,461.29245048409985
0.3,-0.000938979485554,0.0029159866598,10.1167726044,0.0209463724447,0.0169281190807,0.0,-0.0172820768477,0.0375241240777,0.724643640843,0.00256978384312,0.0549606903731,0.0,452.78239055026035,453.05662694690665,454.0636528676279,454.1092123798893
0.36000000000000004,-0.00230125844552,0.00561345802988,10.1609576322,0.0382241392489,0.0209738347581,0.0,-0.0285037336194,0.0539999947554,0.748124525239,-0.0439763493514,0.0442100217172,0.0,413.70919443402835,412.763574676982,413.9586457182632,409.84278128009686
0.4200000000000001,-0.00448600656614,0.00967008136386,10.2093403541,0.0398049724517,0.0283386487699,0.0,-0.045115359466,0.0814066650948,0.864524313294,-0.0677104062596,0.0192000527349,0.0,443.59148174050466,441.5338531156935,444.1993698808326,442.24723380247286
0.48000000000000015,-0.00787738921638,0.0155014427349,10.2666014205,0.0471986015669,0.0350596491584,0.0,-0.0687224985411,0.113765253738,1.04397046377,-0.0318136788612,-0.00787888618053,0.0,463.722548652413,461.5907226651753,460.95654475052186,463.782151867018
0.5400000000000001,-0.0129479611064,0.023603009587,10.3386230333,0.0466885650477,0.0345749173481,0.0,-0.100222490562,0.156222071295,1.35643366904,-0.046025181736,-0.0090683255568,0.0,500.50893633844026,500.42249904660366,502.69998714695777,501.66880032140665
0.6000000000000002,-0.0197421324861,0.0340112071589,10.4247206803,0.0444070043248,0.0357984343535,0.0,-0.126396138296,0.190448123846,1.51329648676,-0.0395420222737,-0.0248818410428,0.0,457.3366025194495,456.07553916616155,456.6221525273828,457.13797020685814
